name_guest,date_review,overview_rating,overview_text,comment
Bee,"Reviewed in the United States on December 2, 2022",4.0 out of 5 stars,"Great glasses, inconsistent quality","These are solid, nice looking glasses. Most of them were perfect, one had glass threads inside, which snapped off but then there’s still a little sharp spot on the bottom. So that one holds my paintbrushes, no big deal to me. The weight really is nice, these are very stable, heavy enough it can safely hold my larger long handled brush painting brushes, but not so heavy that it feels clunky or is unpleasant to use."
A consumer,"Reviewed in the United States on November 26, 2022",4.0 out of 5 stars,Good quality,"These are well made. But, the large size and flared shape are a bit too wide for the dishwasher rack. Also, the flared angles cause them to tip into and bump into each other on the shelf, rather than slide easily when pushed together, when arranging them on the shelf or reaching around them. I would buy a different shape next time, a straight cylindrical styled (boring) type tumbler."
Ralph D. Bianco,"Reviewed in the United States on October 27, 2022",4.0 out of 5 stars,Great look - break easy,We love the look of these glasses but they broke and cracked very easily. Unfortunately we only have one left. They all cracked or broke on the top rack of the dishwasher. If buy again though because we like how they look.
Michael M. Danchak,"Reviewed in the United States on October 22, 2022",4.0 out of 5 stars,Nice design,This is a replacement for the same glasses we have had for years.
Amazon Customer,"Reviewed in the United States on October 21, 2022",4.0 out of 5 stars,Glass tumblers,Love short ones! Tall ones too thin a glass at top & the slightest hit & crack. Ugh.
Bryan Whalen,"Reviewed in the United States on October 12, 2022",4.0 out of 5 stars,"Pretty, one broke within 2 days but kids could’ve been too rough",Like the product. Feels solid. Noticed a crack on the shorter glass 2 days after receiving but have larger/deeper sink and kids may have just tossed it in too hard. Enjoying them for now.
Tom bryant,"Reviewed in the United States on September 29, 2022",4.0 out of 5 stars,Nice glasses!,"I like the size of the glasses, easy to grasp, dishwasher safe!  The glass is thin and therefore break easily!"
Amazon Customer,"Reviewed in the United States on September 18, 2022",4.0 out of 5 stars,Love these! Look good! Grip good! Don’t break easily!,"I love these glasses! They are easy to grip, unique and look so good! Had them a couple months and haven’t broken any yet.  Very happy with this purchase!"
Jason Clark,"Reviewed in the United States on September 17, 2022",4.0 out of 5 stars,Nice set of glasses,Overall a great set but one of our smaller glasses cracked after the first use.
Marie S.,"Reviewed in the United States on December 6, 2022",4.0 out of 5 stars,Beautiful but arrived broken,Beautiful set but one of the glasses arrived broken
Bee,"Reviewed in the United States on December 2, 2022",4.0 out of 5 stars,"Great glasses, inconsistent quality","These are solid, nice looking glasses. Most of them were perfect, one had glass threads inside, which snapped off but then there’s still a little sharp spot on the bottom. So that one holds my paintbrushes, no big deal to me. The weight really is nice, these are very stable, heavy enough it can safely hold my larger long handled brush painting brushes, but not so heavy that it feels clunky or is unpleasant to use."
A consumer,"Reviewed in the United States on November 26, 2022",4.0 out of 5 stars,Good quality,"These are well made. But, the large size and flared shape are a bit too wide for the dishwasher rack. Also, the flared angles cause them to tip into and bump into each other on the shelf, rather than slide easily when pushed together, when arranging them on the shelf or reaching around them. I would buy a different shape next time, a straight cylindrical styled (boring) type tumbler."
Ralph D. Bianco,"Reviewed in the United States on October 27, 2022",4.0 out of 5 stars,Great look - break easy,We love the look of these glasses but they broke and cracked very easily. Unfortunately we only have one left. They all cracked or broke on the top rack of the dishwasher. If buy again though because we like how they look.
Michael M. Danchak,"Reviewed in the United States on October 22, 2022",4.0 out of 5 stars,Nice design,This is a replacement for the same glasses we have had for years.
Amazon Customer,"Reviewed in the United States on October 21, 2022",4.0 out of 5 stars,Glass tumblers,Love short ones! Tall ones too thin a glass at top & the slightest hit & crack. Ugh.
Bryan Whalen,"Reviewed in the United States on October 12, 2022",4.0 out of 5 stars,"Pretty, one broke within 2 days but kids could’ve been too rough",Like the product. Feels solid. Noticed a crack on the shorter glass 2 days after receiving but have larger/deeper sink and kids may have just tossed it in too hard. Enjoying them for now.
Tom bryant,"Reviewed in the United States on September 29, 2022",4.0 out of 5 stars,Nice glasses!,"I like the size of the glasses, easy to grasp, dishwasher safe!  The glass is thin and therefore break easily!"
Amazon Customer,"Reviewed in the United States on September 18, 2022",4.0 out of 5 stars,Love these! Look good! Grip good! Don’t break easily!,"I love these glasses! They are easy to grip, unique and look so good! Had them a couple months and haven’t broken any yet.  Very happy with this purchase!"
Jason Clark,"Reviewed in the United States on September 17, 2022",4.0 out of 5 stars,Nice set of glasses,Overall a great set but one of our smaller glasses cracked after the first use.
Gina ,"Reviewed in the United States on August 28, 2022",4.0 out of 5 stars,Refreshing,"These are awesome or in between thick and thin, Right smack dab in the middle."
Skip George,"Reviewed in the United States on August 18, 2022",4.0 out of 5 stars,Wedding gift,Not for me a wedding gift
C. L,"Reviewed in the United States on August 11, 2022",4.0 out of 5 stars,Shipped in plain packaging. Didn’t know if it’s a genuine Libby product.,"These glasses arrived in a plain brown cardboard box without any manufacturer packaging. This I found odd because I don’t even know if it’s a genuine Libby product. The glasses were dusty as if they’ve been sitting somewhere a very long time, but arrived without damage and will serve their purpose. I would just like to know if these are genuine Libby products or if I got some rip off and charged full price.Odd."
K. Morris,"Reviewed in the United States on July 30, 2022",4.0 out of 5 stars,Cute but not that cute,These glasses are good quality but they’re not the best looking
bandonmary,"Reviewed in the United States on July 25, 2022",4.0 out of 5 stars,The texture is on the inside of the glasses,When I ordered these glasses it was with the assumption that the textured surface was on the outside and would provide a better grip. So I was surprised to see the texture is inside the glasses since I don't believe that was mentioned in the description. I do like the glasses although they tend to sweat a lot and definitely require some sort of coaster.
Eden,"Reviewed in the United States on July 10, 2022",4.0 out of 5 stars,"After 3 months of use, 2 cups were damaged","I bought a whole set, 8 tall glasses and 8 small ones. They are pretty and feel nice. However, one day I find a long scratches one one cup. I thought maybe I broke it when I put it in the dishwasher. A week later, another cup’s button full off!! No idea what happened there! So 3 months in, I have to get more tall glasses now…."
Brazo,"Reviewed in the United States on June 28, 2022",4.0 out of 5 stars,Nice!,"Good sturdy glass. I did knock a glass over on the table and it did not break!Circles are cool but, you can't see them with liquid in the glass."
Firmdesires,"Reviewed in the United States on May 12, 2022",4.0 out of 5 stars,inexpensive and ok,average quality
Derb,"Reviewed in the United States on May 9, 2022",4.0 out of 5 stars,"Not for people who are anal/OCD, but cheap & serviceable","The glasses feel sturdy and were packaged well. However, there’s so much variation in the shape of them that it’s kind of comical. Hard to tell from the pic because of the glare, but each glass is slightly different in overall height, slope of side wall, thickness & slope of base, and thickness of rim. Sometimes this is a plus/feature for handmade glass, but these are definitely machined. So if it is important to you for your glassware to be matchy-matchy, or if you are a person who is bothered by small imperfections, I would not get these.Also, the first set I received had a small but noticeable bulge/drip on many of the rims which I didn’t like, but they immediately shipped me a new set when I requested a return, so I was at least impressed by the customer service."
